index,parent,subba,time,start,end,start_act,end_act,start_match,end_match,n_obs,na,type,update,success,comments
35,CISO,VEA,2024-08-22 12:24:14.317772+00:00,2024-08-21 08:00:00,2024-08-22 07:00:00,2024-08-21 08:00:00,2024-08-22 07:00:00,True,True,24.0,0.0,refresh,True,True,
36,CISO,PGAE,2024-08-23 00:57:56.291232+00:00,2024-08-22 08:00:00,2024-08-22 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
36,CISO,SCE,2024-08-23 00:57:56.292186+00:00,2024-08-22 08:00:00,2024-08-22 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
36,CISO,SDGE,2024-08-23 00:57:56.293712+00:00,2024-08-22 08:00:00,2024-08-22 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
36,CISO,VEA,2024-08-23 00:57:56.295039+00:00,2024-08-22 08:00:00,2024-08-22 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
37,CISO,PGAE,2024-08-23 12:24:06.920019+00:00,2024-08-22 08:00:00,2024-08-23 07:00:00,2024-08-22 08:00:00,2024-08-23 07:00:00,True,True,24.0,0.0,refresh,True,True,
37,CISO,SCE,2024-08-23 12:24:08.631319+00:00,2024-08-22 08:00:00,2024-08-23 07:00:00,2024-08-22 08:00:00,2024-08-23 07:00:00,True,True,24.0,0.0,refresh,True,True,
37,CISO,SDGE,2024-08-23 12:24:09.885197+00:00,2024-08-22 08:00:00,2024-08-23 07:00:00,2024-08-22 08:00:00,2024-08-23 07:00:00,True,True,24.0,0.0,refresh,True,True,
37,CISO,VEA,2024-08-23 12:24:11.374025+00:00,2024-08-22 08:00:00,2024-08-23 07:00:00,2024-08-22 08:00:00,2024-08-23 07:00:00,True,True,24.0,0.0,refresh,True,True,
38,CISO,PGAE,2024-08-24 00:56:39.758924+00:00,2024-08-23 08:00:00,2024-08-23 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
38,CISO,SCE,2024-08-24 00:56:39.760161+00:00,2024-08-23 08:00:00,2024-08-23 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
38,CISO,SDGE,2024-08-24 00:56:39.762226+00:00,2024-08-23 08:00:00,2024-08-23 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
38,CISO,VEA,2024-08-24 00:56:39.763942+00:00,2024-08-23 08:00:00,2024-08-23 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
39,CISO,PGAE,2024-08-24 12:22:05.927730+00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,True,True,24.0,0.0,refresh,True,True,
39,CISO,SCE,2024-08-24 12:22:07.249455+00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,True,True,24.0,11.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
39,CISO,SDGE,2024-08-24 12:22:07.843696+00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,True,True,24.0,0.0,refresh,True,True,
39,CISO,VEA,2024-08-24 12:22:09.050677+00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,True,True,24.0,0.0,refresh,True,True,
40,CISO,PGAE,2024-08-25 01:02:24.764387+00:00,2024-08-24 08:00:00,2024-08-24 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
40,CISO,SCE,2024-08-25 01:02:32.042016+00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,2024-08-23 08:00:00,2024-08-24 07:00:00,True,True,24.0,11.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
40,CISO,SDGE,2024-08-25 01:02:32.045252+00:00,2024-08-24 08:00:00,2024-08-24 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
40,CISO,VEA,2024-08-25 01:02:32.047260+00:00,2024-08-24 08:00:00,2024-08-24 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
41,CISO,PGAE,2024-08-26 00:58:33.259514+00:00,2024-08-24 08:00:00,2024-08-25 07:00:00,2024-08-24 08:00:00,2024-08-25 07:00:00,True,True,24.0,0.0,refresh,True,True,
41,CISO,SCE,2024-08-26 00:58:34.622949+00:00,2024-08-23 08:00:00,2024-08-25 07:00:00,2024-08-23 08:00:00,2024-08-25 07:00:00,True,True,48.0,11.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
41,CISO,SDGE,2024-08-26 00:58:35.584573+00:00,2024-08-24 08:00:00,2024-08-25 07:00:00,2024-08-24 08:00:00,2024-08-25 07:00:00,True,True,24.0,0.0,refresh,True,True,
41,CISO,VEA,2024-08-26 00:58:37.442802+00:00,2024-08-24 08:00:00,2024-08-25 07:00:00,2024-08-24 08:00:00,2024-08-25 07:00:00,True,True,24.0,0.0,refresh,True,True,
42,CISO,PGAE,2024-08-26 12:24:44.565223+00:00,2024-08-25 08:00:00,2024-08-25 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
42,CISO,SCE,2024-08-26 12:24:45.194919+00:00,2024-08-23 08:00:00,2024-08-25 07:00:00,2024-08-23 08:00:00,2024-08-25 07:00:00,True,True,48.0,11.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
42,CISO,SDGE,2024-08-26 12:24:45.198226+00:00,2024-08-25 08:00:00,2024-08-25 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
42,CISO,VEA,2024-08-26 12:24:45.200316+00:00,2024-08-25 08:00:00,2024-08-25 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
43,CISO,PGAE,2024-08-27 00:58:56.997752+00:00,2024-08-25 08:00:00,2024-08-26 07:00:00,2024-08-25 08:00:00,2024-08-26 07:00:00,True,True,24.0,0.0,refresh,True,True,
43,CISO,SCE,2024-08-27 00:58:58.449828+00:00,2024-08-23 08:00:00,2024-08-26 07:00:00,2024-08-23 08:00:00,2024-08-26 07:00:00,True,True,72.0,13.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
43,CISO,SDGE,2024-08-27 00:58:59.112410+00:00,2024-08-25 08:00:00,2024-08-26 07:00:00,2024-08-25 08:00:00,2024-08-26 07:00:00,True,True,24.0,0.0,refresh,True,True,
43,CISO,VEA,2024-08-27 00:59:00.345081+00:00,2024-08-25 08:00:00,2024-08-26 07:00:00,2024-08-25 08:00:00,2024-08-26 07:00:00,True,True,24.0,0.0,refresh,True,True,
44,CISO,PGAE,2024-08-28 00:59:30.145281+00:00,2024-08-26 08:00:00,2024-08-27 07:00:00,2024-08-26 08:00:00,2024-08-27 07:00:00,True,True,24.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
44,CISO,SCE,2024-08-28 00:59:30.953639+00:00,2024-08-23 08:00:00,2024-08-27 07:00:00,2024-08-23 08:00:00,2024-08-27 07:00:00,True,True,96.0,27.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
44,CISO,SDGE,2024-08-28 00:59:31.735051+00:00,2024-08-26 08:00:00,2024-08-27 07:00:00,2024-08-26 08:00:00,2024-08-27 07:00:00,True,True,24.0,0.0,refresh,True,True,
44,CISO,VEA,2024-08-28 00:59:33.166322+00:00,2024-08-26 08:00:00,2024-08-27 07:00:00,2024-08-26 08:00:00,2024-08-27 07:00:00,True,True,24.0,0.0,refresh,True,True,
45,CISO,PGAE,2024-08-28 12:25:42.678102+00:00,2024-08-26 08:00:00,2024-08-28 07:00:00,2024-08-26 08:00:00,2024-08-28 07:00:00,True,True,48.0,12.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
45,CISO,SCE,2024-08-28 12:25:43.490068+00:00,2024-08-23 08:00:00,2024-08-28 07:00:00,2024-08-23 08:00:00,2024-08-28 07:00:00,True,True,120.0,41.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
45,CISO,SDGE,2024-08-28 12:25:44.307025+00:00,2024-08-27 08:00:00,2024-08-28 07:00:00,2024-08-27 08:00:00,2024-08-28 07:00:00,True,True,24.0,0.0,refresh,True,True,
45,CISO,VEA,2024-08-28 12:25:45.731418+00:00,2024-08-27 08:00:00,2024-08-28 07:00:00,2024-08-27 08:00:00,2024-08-28 07:00:00,True,True,24.0,0.0,refresh,True,True,
46,CISO,PGAE,2024-08-29 00:59:50.296356+00:00,2024-08-26 08:00:00,2024-08-28 07:00:00,2024-08-26 08:00:00,2024-08-28 07:00:00,True,True,48.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
46,CISO,SCE,2024-08-29 00:59:51.136523+00:00,2024-08-23 08:00:00,2024-08-28 07:00:00,2024-08-23 08:00:00,2024-08-28 07:00:00,True,True,120.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
46,CISO,SDGE,2024-08-29 00:59:51.138941+00:00,2024-08-28 08:00:00,2024-08-28 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
46,CISO,VEA,2024-08-29 00:59:51.141076+00:00,2024-08-28 08:00:00,2024-08-28 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
47,CISO,PGAE,2024-08-29 12:25:09.799530+00:00,2024-08-26 08:00:00,2024-08-29 07:00:00,2024-08-26 08:00:00,2024-08-29 07:00:00,True,True,72.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
47,CISO,SCE,2024-08-29 12:25:10.567143+00:00,2024-08-23 08:00:00,2024-08-29 07:00:00,2024-08-23 08:00:00,2024-08-29 07:00:00,True,True,144.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
47,CISO,SDGE,2024-08-29 12:25:11.411679+00:00,2024-08-28 08:00:00,2024-08-29 07:00:00,2024-08-28 08:00:00,2024-08-29 07:00:00,True,True,24.0,0.0,refresh,True,True,
47,CISO,VEA,2024-08-29 12:25:17.501033+00:00,2024-08-28 08:00:00,2024-08-29 07:00:00,2024-08-28 08:00:00,2024-08-29 07:00:00,True,True,24.0,0.0,refresh,True,True,
48,CISO,PGAE,2024-08-30 00:59:57.986031+00:00,2024-08-26 08:00:00,2024-08-29 07:00:00,2024-08-26 08:00:00,2024-08-29 07:00:00,True,True,72.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
48,CISO,SCE,2024-08-30 00:59:58.758661+00:00,2024-08-23 08:00:00,2024-08-29 07:00:00,2024-08-23 08:00:00,2024-08-29 07:00:00,True,True,144.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
48,CISO,SDGE,2024-08-30 00:59:58.760990+00:00,2024-08-29 08:00:00,2024-08-29 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
48,CISO,VEA,2024-08-30 00:59:58.762893+00:00,2024-08-29 08:00:00,2024-08-29 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
49,CISO,PGAE,2024-08-31 01:00:03.655071+00:00,2024-08-26 08:00:00,2024-08-30 07:00:00,2024-08-26 08:00:00,2024-08-30 07:00:00,True,True,96.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
49,CISO,SCE,2024-08-31 01:00:31.062469+00:00,2024-08-23 08:00:00,2024-08-30 07:00:00,2024-08-23 08:00:00,2024-08-30 07:00:00,True,True,168.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
49,CISO,SDGE,2024-08-31 01:01:06.555322+00:00,2024-08-29 08:00:00,2024-08-30 07:00:00,2024-08-29 08:00:00,2024-08-30 07:00:00,True,True,24.0,0.0,refresh,True,True,
49,CISO,VEA,2024-08-31 01:02:09.878233+00:00,2024-08-29 08:00:00,2024-08-30 07:00:00,2024-08-29 08:00:00,2024-08-30 07:00:00,True,True,24.0,0.0,refresh,True,True,
50,CISO,PGAE,2024-08-31 12:23:04.815489+00:00,2024-08-26 08:00:00,2024-08-31 07:00:00,2024-08-26 08:00:00,2024-08-31 07:00:00,True,True,120.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
50,CISO,SCE,2024-08-31 12:23:07.317820+00:00,2024-08-23 08:00:00,2024-08-31 07:00:00,2024-08-23 08:00:00,2024-08-31 07:00:00,True,True,192.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
50,CISO,SDGE,2024-08-31 12:23:13.780722+00:00,2024-08-30 08:00:00,2024-08-31 07:00:00,2024-08-30 08:00:00,2024-08-31 07:00:00,True,True,24.0,0.0,refresh,True,True,
50,CISO,VEA,2024-08-31 12:23:18.812226+00:00,2024-08-30 08:00:00,2024-08-31 07:00:00,2024-08-30 08:00:00,2024-08-31 07:00:00,True,True,24.0,0.0,refresh,True,True,
51,CISO,PGAE,2024-09-01 01:09:39.702564+00:00,2024-08-26 08:00:00,2024-08-31 07:00:00,2024-08-26 08:00:00,2024-08-31 07:00:00,True,True,120.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
51,CISO,SCE,2024-09-01 01:09:42.907792+00:00,2024-08-23 08:00:00,2024-08-31 07:00:00,2024-08-23 08:00:00,2024-08-31 07:00:00,True,True,192.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
51,CISO,SDGE,2024-09-01 01:09:42.910165+00:00,2024-08-31 08:00:00,2024-08-31 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
51,CISO,VEA,2024-09-01 01:09:42.912291+00:00,2024-08-31 08:00:00,2024-08-31 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
52,CISO,PGAE,2024-09-01 12:23:00.351150+00:00,2024-08-26 08:00:00,2024-09-01 07:00:00,2024-08-26 08:00:00,2024-09-01 07:00:00,True,True,144.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
52,CISO,SCE,2024-09-01 12:23:01.059280+00:00,2024-08-23 08:00:00,2024-09-01 07:00:00,2024-08-23 08:00:00,2024-09-01 07:00:00,True,True,216.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
52,CISO,SDGE,2024-09-01 12:23:01.975932+00:00,2024-08-31 08:00:00,2024-09-01 07:00:00,2024-08-31 08:00:00,2024-09-01 07:00:00,True,True,24.0,0.0,refresh,True,True,
52,CISO,VEA,2024-09-01 12:23:03.933935+00:00,2024-08-31 08:00:00,2024-09-01 07:00:00,2024-08-31 08:00:00,2024-09-01 07:00:00,True,True,24.0,0.0,refresh,True,True,
53,CISO,PGAE,2024-09-02 01:01:36.380906+00:00,2024-08-26 08:00:00,2024-09-01 07:00:00,2024-08-26 08:00:00,2024-09-01 07:00:00,True,True,144.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
53,CISO,SCE,2024-09-02 01:01:49.762485+00:00,2024-08-23 08:00:00,2024-09-01 07:00:00,2024-08-23 08:00:00,2024-09-01 07:00:00,True,True,216.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
53,CISO,SDGE,2024-09-02 01:01:49.764871+00:00,2024-09-01 08:00:00,2024-09-01 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
53,CISO,VEA,2024-09-02 01:01:49.766842+00:00,2024-09-01 08:00:00,2024-09-01 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
54,CISO,PGAE,2024-09-02 12:26:46.486715+00:00,2024-08-26 08:00:00,2024-09-02 07:00:00,2024-08-26 08:00:00,2024-09-02 07:00:00,True,True,168.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
54,CISO,SCE,2024-09-02 12:26:47.091125+00:00,2024-08-23 08:00:00,2024-09-02 07:00:00,2024-08-23 08:00:00,2024-09-02 07:00:00,True,True,240.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
54,CISO,SDGE,2024-09-02 12:26:47.743868+00:00,2024-09-01 08:00:00,2024-09-02 07:00:00,2024-09-01 08:00:00,2024-09-02 07:00:00,True,True,24.0,0.0,refresh,True,True,
54,CISO,VEA,2024-09-02 12:26:49.048964+00:00,2024-09-01 08:00:00,2024-09-02 07:00:00,2024-09-01 08:00:00,2024-09-02 07:00:00,True,True,24.0,0.0,refresh,True,True,
55,CISO,PGAE,2024-09-03 00:59:38.967801+00:00,2024-08-26 08:00:00,2024-09-02 07:00:00,2024-08-26 08:00:00,2024-09-02 07:00:00,True,True,168.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
55,CISO,SCE,2024-09-03 00:59:39.746843+00:00,2024-08-23 08:00:00,2024-09-02 07:00:00,2024-08-23 08:00:00,2024-09-02 07:00:00,True,True,240.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
55,CISO,SDGE,2024-09-03 00:59:39.749227+00:00,2024-09-02 08:00:00,2024-09-02 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
55,CISO,VEA,2024-09-03 00:59:39.751323+00:00,2024-09-02 08:00:00,2024-09-02 07:00:00,,,,,,,refresh,False,False,"No new data is available; The data refresh failed, please check the log; "
56,CISO,PGAE,2024-09-03 12:25:41.197129+00:00,2024-08-26 08:00:00,2024-09-03 07:00:00,2024-08-26 08:00:00,2024-09-03 07:00:00,True,True,192.0,5.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
56,CISO,SCE,2024-09-03 12:25:42.248769+00:00,2024-08-23 08:00:00,2024-09-03 07:00:00,2024-08-23 08:00:00,2024-09-03 07:00:00,True,True,264.0,14.0,refresh,False,False,"Missing values were found; The data refresh failed, please check the log; "
56,CISO,SDGE,2024-09-03 12:25:42.981463+00:00,2024-09-02 08:00:00,2024-09-03 07:00:00,2024-09-02 08:00:00,2024-09-03 07:00:00,True,True,24.0,0.0,refresh,True,True,
56,CISO,VEA,2024-09-03 12:25:44.681654+00:00,2024-09-02 08:00:00,2024-09-03 07:00:00,2024-09-02 08:00:00,2024-09-03 07:00:00,True,True,24.0,0.0,refresh,True,True,
